annual_rainfall_mm,monsoon_rainfall_mm,pre_monsoon_rainfall_mm,post_monsoon_rainfall_mm,cloud_visibility_km,flood
2831.3,1851.0,323.4,656.9,3.14,1
2161.3,1701.4,246.0,213.9,2.35,1
2825.7,2298.7,561.2,50.0,11.07,1
2054.6,1328.5,320.6,405.5,11.77,0
1793.3,1293.8,186.3,313.2,10.25,0
1391.8,881.6,147.1,363.0,11.75,0
1362.6,771.2,156.2,435.2,10.56,0
2829.0,2182.2,157.0,489.8,2.47,1
1121.1,674.1,144.8,302.2,9.32,0
1032.2,699.5,177.2,155.4,11.76,0
1276.0,888.2,190.2,197.5,13.05,0
1273.4,770.9,101.6,401.0,4.07,0
3022.4,1748.0,481.2,793.2,2.35,1
1876.0,1227.6,296.3,352.1,11.83,0
3474.0,2903.2,310.5,260.3,4.22,1
1170.5,859.8,167.9,142.8,0.96,0
2564.6,1704.0,363.2,497.4,12.47,1
2011.6,1129.8,354.0,527.8,7.84,1
1860.9,1358.6,131.0,371.3,5.24,0
3162.7,1827.0,250.6,1085.1,0.67,1
3434.1,2447.7,422.0,564.4,1.01,1
3156.7,2448.3,178.7,529.7,11.99,1
1319.2,893.2,148.2,277.8,7.6,0
1396.2,893.3,234.9,268.0,2.67,0
2571.4,1450.8,185.9,934.6,5.7,1
1580.5,881.0,188.1,511.4,2.9,0
2783.8,1890.2,552.5,341.1,2.14,1
2329.3,1898.4,293.2,137.7,4.51,1
2287.5,1425.6,285.4,576.5,8.47,1
3037.1,2193.4,406.4,437.2,3.55,1
2718.4,2053.2,211.8,453.5,5.48,1
871.8,495.4,62.8,313.6,7.43,0
933.5,556.3,141.5,235.7,6.59,0
2424.2,1574.2,265.1,584.8,2.37,1
2112.7,1586.7,197.5,328.5,1.06,1
1502.5,1024.3,82.2,396.0,1.01,0
1930.4,1486.9,341.5,102.0,5.58,1
2846.4,2306.3,156.1,383.9,10.92,1
3031.9,2357.3,492.7,181.9,2.4,1
2315.3,1962.6,248.4,104.3,11.91,1
1840.5,1428.8,257.3,154.4,10.88,0
1530.9,1233.4,133.4,164.1,0.56,1
2209.2,1766.7,162.0,280.5,0.89,1
1649.8,1268.8,214.5,166.5,3.33,1
2323.1,1836.5,358.5,128.0,1.31,1
2627.0,2181.4,208.4,237.1,8.2,1
978.4,677.6,113.0,187.8,1.07,0
802.9,595.3,93.7,113.9,12.14,0
1373.1,967.4,113.1,292.6,7.65,0
3215.2,2589.2,433.3,192.7,11.06,1
2545.0,1729.1,183.0,632.9,11.39,1
1264.3,1006.3,159.9,98.1,7.85,0
3203.7,2530.3,214.7,458.7,13.92,1
2068.9,1734.9,254.1,79.9,14.86,0
2085.4,1302.7,201.7,581.0,5.71,1
3326.0,2537.3,391.9,396.7,2.33,1
960.6,746.5,110.5,103.6,5.77,0
1381.0,1147.4,257.1,50.0,3.74,1
2381.6,1957.8,294.1,129.7,8.2,1
1327.8,958.8,229.4,139.6,5.99,0
2634.7,1906.9,220.9,506.9,7.47,1
1378.0,827.1,141.7,409.3,11.57,0
1067.7,899.5,65.4,102.8,4.47,0
1358.9,851.3,153.7,353.8,8.29,0
1941.4,1489.9,291.8,159.7,5.36,1
1275.6,1006.1,224.2,50.0,11.88,0
1163.7,794.0,157.0,212.7,9.77,0
3122.8,1915.4,456.0,751.4,0.62,1
1665.1,1010.2,127.5,527.4,10.07,0
1774.0,1431.6,98.6,243.9,2.97,1
949.2,667.5,160.2,121.5,11.0,0
1764.9,1018.4,132.5,614.0,8.73,0
1515.0,1159.1,96.5,259.4,6.32,0
2448.3,1530.3,466.7,451.3,10.56,1
1354.6,1101.1,263.5,50.0,12.92,0
3198.6,2056.3,455.6,686.7,11.79,1
3310.1,2019.4,353.5,937.2,8.41,1
1069.5,615.5,187.2,266.9,10.98,0
1090.0,766.8,88.0,235.3,6.5,0
1111.4,761.5,127.2,222.7,11.94,0
2472.8,1917.4,256.1,299.3,12.52,1
1129.3,778.5,211.1,139.7,2.49,0
3101.4,2025.7,583.0,492.8,3.95,1
2836.5,1782.8,418.8,635.0,4.41,1
3013.5,1908.9,200.7,903.9,2.91,1
2220.4,1839.2,271.6,109.5,6.19,1
3491.0,2093.0,303.0,1095.1,3.3,1
919.3,778.1,168.0,50.0,9.14,0
1883.4,1220.6,133.3,529.5,1.97,1
1674.6,965.5,97.4,611.8,4.41,0
3361.3,2099.5,523.2,738.6,10.15,1
2357.5,1338.0,278.2,741.4,6.28,1
2976.7,2342.7,523.2,110.8,6.61,1
1259.9,886.7,77.1,296.1,12.07,0
3442.3,2241.3,585.7,615.3,14.78,1
2146.3,1606.8,119.3,420.2,8.69,0
2132.9,1576.6,115.6,440.7,1.65,1
3421.4,2846.5,407.8,167.1,1.99,1
1828.0,1532.5,152.1,143.4,14.54,0
1873.3,1412.9,260.5,200.0,10.35,0
2378.8,1892.0,128.2,358.7,11.41,1
1145.7,902.5,63.4,179.8,10.3,0
1666.9,1162.5,265.2,239.3,3.1,1
1321.7,1006.2,107.7,207.7,7.0,0
1078.9,618.7,160.2,300.0,12.07,0
3138.6,2440.0,510.0,188.6,13.06,1
2391.2,2005.1,140.8,245.2,3.94,1
1768.4,1017.7,292.6,458.1,9.14,0
1903.4,1524.3,171.8,207.3,2.78,1
1965.1,1630.8,213.1,121.2,14.4,0
2509.5,1550.5,158.1,800.9,4.16,1
3302.3,2336.2,580.5,385.6,11.04,1
3318.5,2748.9,445.0,124.6,3.85,1
1857.0,1556.3,233.4,67.3,9.43,1
1689.0,993.8,329.8,365.4,10.06,0
2017.8,1321.1,202.1,494.6,5.26,1
2333.4,1772.1,428.5,132.9,12.37,1
2046.9,1261.9,323.3,461.7,13.34,0
2578.6,1669.5,488.1,421.1,12.9,1
2296.9,1279.3,427.6,589.9,5.3,1
1665.9,993.0,330.9,342.0,11.29,0
1733.5,1245.8,120.9,366.7,8.61,0
1822.2,1359.2,308.7,154.3,9.09,0
1055.5,786.0,180.2,89.4,7.42,0
1248.4,978.1,183.1,87.2,9.2,0
2752.4,1856.7,252.8,642.9,2.47,1
1850.6,1169.6,360.4,320.5,6.43,1
1379.3,765.0,111.3,503.0,3.08,0
2319.2,1419.3,289.8,610.1,4.56,1
2840.0,1828.1,364.1,647.7,2.35,1
1495.0,902.2,111.0,481.8,3.58,0
3032.3,1686.1,480.3,866.0,11.84,1
3304.3,1973.4,209.3,1121.6,8.47,1
2413.0,1809.3,371.5,232.1,0.84,1
2606.2,1925.6,462.1,218.5,11.93,1
942.0,782.5,96.5,63.0,13.69,0
3352.9,2647.0,524.4,181.5,13.27,1
1859.7,1339.6,136.7,383.4,12.43,0
3294.5,1947.9,582.8,763.8,14.89,1
2363.2,1699.7,455.6,207.9,9.0,1
812.5,461.9,59.2,291.4,14.46,0
904.1,614.1,139.0,150.9,14.26,0
2637.1,1759.2,331.9,546.0,5.04,1
2319.2,1573.2,300.9,445.1,13.02,1
871.6,552.6,136.0,183.1,11.99,0
2807.3,2121.6,346.2,339.5,11.75,1
3100.8,2487.7,434.3,178.8,13.5,1
2140.3,1670.6,181.1,288.5,6.07,1
2057.5,1519.1,219.7,318.7,6.3,1
814.8,579.7,146.5,88.6,9.78,0
2924.0,1635.4,194.4,1094.1,11.2,1
1692.9,1298.3,236.4,158.3,13.26,0
3172.7,2263.7,246.3,662.6,13.2,1
1807.3,1140.8,319.9,346.6,10.96,0
2325.7,1507.9,318.3,499.5,14.37,0
1529.9,1270.9,169.0,90.1,3.09,1
1233.6,909.5,107.9,216.1,14.28,0
2892.3,2003.7,334.1,554.4,1.43,1
2140.8,1576.2,414.5,150.0,8.56,1
2248.5,1515.8,284.2,448.6,1.81,1
3406.6,2354.2,410.2,642.2,8.74,1
3401.7,2167.2,550.9,683.6,6.16,1
3110.2,2121.0,332.4,656.8,1.68,1
1306.5,987.3,149.1,170.1,9.9,0
2404.5,1351.3,241.8,811.5,11.1,1
3171.0,2500.4,230.3,440.3,3.03,1
1811.1,1149.8,284.5,376.8,10.57,0
1073.0,809.9,194.2,69.0,3.1,0
2989.6,2220.7,555.6,213.3,2.49,1
2100.8,1566.7,382.6,151.4,2.64,1
2323.9,1702.1,273.7,348.1,9.19,1
3451.8,2891.7,319.7,240.5,11.79,1
2439.5,1713.7,355.4,370.3,9.15,1
1947.4,1498.9,376.3,72.2,12.24,0
1799.0,1370.1,286.1,142.7,9.08,1
1927.6,1196.8,239.5,491.3,12.06,0
1119.7,711.0,171.7,237.0,14.66,0
2945.8,1994.9,488.7,462.2,6.17,1
3061.8,1939.1,575.3,547.5,2.67,1
1567.9,1034.8,257.9,275.2,2.46,1
1620.3,1081.2,186.3,352.8,9.16,0
3160.7,2311.0,287.8,562.0,8.43,1
864.7,532.6,108.1,224.0,3.17,0
2205.2,1745.0,218.8,241.4,13.29,1
2051.9,1397.9,392.8,261.3,14.37,0
2663.3,2029.1,336.1,298.1,4.17,1
1241.2,713.0,149.9,378.3,3.5,0
2604.5,1799.7,266.3,538.6,3.6,1
1817.2,1014.8,265.1,537.2,6.12,0
2470.5,1859.7,316.2,294.5,12.87,1
908.3,593.2,63.0,252.1,9.14,0
2046.7,1708.5,369.2,50.0,1.48,1
2210.1,1430.4,229.5,550.1,7.36,1
1378.7,991.5,158.4,228.8,1.81,1
1177.0,738.2,95.2,343.6,6.39,0
1308.9,963.4,174.1,171.4,6.35,0
1729.2,1193.3,268.6,267.3,9.9,0
1061.4,701.8,193.4,166.3,8.47,0
3357.8,2052.0,193.9,1111.9,13.18,1
1893.5,1104.8,371.1,417.6,0.74,1
2984.2,1748.6,464.3,771.3,11.72,1
3430.9,2915.3,317.9,197.8,0.83,1
1018.0,685.8,82.1,250.1,4.91,0
2559.5,1409.2,241.7,908.6,13.26,0
3152.8,2635.4,571.8,50.0,10.51,1
2512.4,1396.9,235.4,880.1,2.99,1
1958.4,1323.0,233.9,401.5,7.62,0
1963.9,1502.9,306.1,154.9,10.97,0
896.9,739.4,162.2,50.0,14.09,0
2243.4,1713.7,333.8,196.0,9.7,1
3482.6,2399.8,567.5,515.2,0.86,1
3388.5,2854.3,257.5,276.7,7.75,1
909.1,510.7,165.1,233.3,2.72,0
2705.7,2289.2,247.2,169.3,1.19,1
1614.8,1299.6,111.8,203.3,9.18,0
3238.1,2683.3,636.1,50.0,11.77,1
921.8,577.5,74.0,270.4,1.02,0
3326.9,1972.0,234.5,1120.4,11.86,1
3061.2,2292.8,440.5,327.9,10.74,1
1117.3,787.4,109.3,220.6,11.4,0
961.5,679.8,67.3,214.5,4.05,0
3053.7,2526.6,428.0,99.1,6.21,1
1220.5,898.4,200.0,122.2,2.24,0
2244.2,1443.8,379.2,421.2,3.96,1
3272.5,2192.6,240.0,839.9,4.89,1
2332.1,1376.1,311.4,644.6,5.13,1
1872.5,1137.9,322.2,412.4,3.04,1
2001.5,1186.9,148.4,666.2,3.24,1
970.4,769.6,78.8,122.0,13.57,0
3415.6,2600.9,172.0,642.7,11.87,1
1638.8,1162.1,210.9,265.8,5.49,0
1311.3,868.5,103.9,338.9,14.24,0
1572.3,1180.1,249.4,142.8,3.96,0
3403.8,2702.2,661.5,50.0,6.4,1
1054.6,858.8,85.8,110.0,12.3,0
3141.7,2243.5,463.0,435.2,6.92,1
2711.2,2158.0,221.7,331.5,3.9,1
3041.1,2139.1,160.3,741.7,5.84,1
3434.9,2378.2,562.6,494.1,7.76,1
3073.8,2488.7,353.8,231.4,9.5,1
3347.1,2228.9,642.7,475.5,6.38,1
1142.7,764.2,148.7,229.8,6.75,0
2948.6,1891.5,217.1,840.1,4.33,1
2273.3,1604.1,267.0,402.2,8.26,1
2267.4,1617.7,182.4,467.3,3.68,1
3227.1,2414.3,586.4,226.4,13.08,1
3423.9,2325.3,526.0,572.5,11.34,1
2703.1,1663.3,273.5,766.2,6.45,1
2103.9,1704.3,271.8,127.9,11.33,0
2032.3,1328.7,305.7,397.9,0.6,1
1843.1,1524.0,308.6,50.0,5.5,1
1776.3,1087.5,110.2,578.7,6.88,0
1857.1,1333.4,99.1,424.5,7.31,0
1042.3,741.1,70.0,231.2,11.36,0
1009.1,805.8,110.2,93.0,14.46,0
2905.6,1719.1,348.7,837.8,6.01,1
2004.4,1649.6,141.2,213.6,5.58,1
3312.8,2350.2,370.0,592.7,9.35,1
2453.0,1780.5,285.1,387.4,4.58,1
895.0,629.2,59.4,206.4,2.55,0
1225.3,687.2,229.7,308.4,14.44,0
1355.7,947.8,189.6,218.3,12.24,0
3434.5,2160.5,371.9,902.1,14.4,1
1390.5,907.7,175.3,307.5,3.66,0
2192.5,1632.9,213.0,346.7,0.76,1
3327.7,2327.1,592.8,407.8,6.84,1
3438.4,1987.3,468.5,982.6,14.04,1
1438.2,822.5,178.7,437.0,2.51,0
932.6,564.9,174.1,193.7,2.2,0
1214.7,737.7,213.4,263.6,1.5,0
971.0,711.2,166.9,92.8,11.59,0
1326.8,800.5,111.2,415.1,11.9,0
2335.1,1902.0,170.4,262.7,10.58,1
3263.6,2000.4,501.0,762.2,1.27,1
2250.5,1299.3,270.7,680.5,10.99,1
2490.2,2023.8,379.9,86.5,7.01,1
1345.0,858.9,220.7,265.4,2.79,0
2961.6,2006.8,279.3,675.5,4.78,1
2468.0,2067.5,228.8,171.8,7.77,1
3133.2,2610.9,387.3,134.9,5.28,1
3361.9,2570.1,306.0,485.8,14.56,1
1739.3,992.6,261.1,485.7,7.38,0
1044.6,760.4,169.2,114.9,5.9,0
1410.0,1193.9,170.3,50.0,10.26,0
1982.2,1653.3,314.3,50.0,9.93,1
3353.4,1951.0,424.4,978.0,0.54,1
1821.4,1218.2,285.8,317.4,9.47,0
2881.1,1857.3,241.3,782.5,4.03,1
2259.3,1330.5,363.4,565.4,5.94,1
1293.6,981.1,203.4,109.0,10.74,0
1666.0,1053.2,149.9,462.9,8.58,0
2563.6,1675.2,342.0,546.4,5.85,1
2616.7,1510.1,466.5,640.0,2.93,1
1973.9,1380.5,172.6,420.8,7.83,0
1417.3,846.8,227.3,343.2,5.13,0
2749.1,1868.4,530.8,349.9,13.74,1
1256.0,744.8,226.0,285.2,8.25,0
3329.0,2783.6,366.9,178.5,13.06,1
1307.3,775.9,184.4,347.0,6.16,0
1089.7,770.0,216.6,103.2,12.5,0
2143.6,1305.7,290.0,548.0,1.32,1
2202.8,1262.0,148.1,792.6,4.82,1
2172.1,1326.5,123.4,722.2,1.63,1
1979.0,1121.0,333.6,524.5,0.96,1
3486.0,2063.1,395.8,1027.1,13.82,1
2113.0,1474.9,183.9,454.1,10.89,0
2090.5,1558.5,213.5,318.4,9.56,1
1938.8,1117.1,317.2,504.5,8.22,0
980.4,669.0,117.4,194.0,8.76,0
2401.0,1739.2,432.8,228.9,9.76,1
1415.5,878.0,226.8,310.7,12.49,0
2521.5,1668.3,494.5,358.8,9.15,1
937.3,535.7,171.8,229.8,11.35,0
3449.7,2125.2,304.2,1020.4,4.57,1
2066.3,1425.8,307.6,332.9,14.66,0
3221.2,2728.8,171.0,321.4,0.96,1
2084.0,1769.1,414.0,50.0,6.11,1
962.9,812.6,85.8,64.5,13.29,0
3020.0,2044.3,452.1,523.5,3.12,1
2550.1,1464.3,452.3,633.5,2.55,1
2910.7,1883.5,215.6,811.7,5.8,1
1956.1,1215.3,346.6,394.2,6.71,1
2522.4,1398.0,130.8,993.6,14.03,0
3111.8,1800.4,361.9,949.5,12.62,1
2503.9,1717.6,302.5,483.8,7.23,1
1738.7,1133.5,184.5,420.7,14.61,0
2588.8,1563.9,357.1,667.8,9.81,1
2614.0,1999.3,489.4,125.3,13.17,1
3393.6,2230.0,336.1,827.4,4.07,1
1801.5,1451.2,246.6,103.7,7.59,1
1947.7,1212.1,353.7,381.9,0.93,1
2992.7,2129.4,496.6,366.7,0.63,1
2165.6,1310.7,121.5,733.4,10.73,0
2788.7,1948.2,533.8,306.7,2.22,1
2041.2,1216.0,116.3,708.8,8.44,1
1381.8,827.0,191.1,363.7,10.59,0
2812.1,2063.1,383.3,365.7,0.97,1
1154.1,726.1,193.8,234.2,7.01,0
1336.2,804.0,96.6,435.6,10.42,0
2492.4,2066.0,191.7,234.7,13.4,1
2817.6,1586.0,458.8,772.8,4.84,1
3215.7,2313.8,232.9,669.0,14.63,1
1536.0,1097.4,185.0,253.6,12.75,0
1099.0,687.0,175.6,236.4,9.93,0
3381.3,2319.0,499.4,562.9,6.18,1
1216.9,701.3,99.3,416.3,10.81,0
1333.7,1022.1,127.5,184.1,12.33,0
1586.6,978.1,309.9,298.5,4.9,0
2229.4,1355.5,261.5,612.4,14.9,0
3183.6,2051.7,180.4,951.5,13.67,1
2853.5,2341.9,236.7,274.9,7.54,1
2712.0,2139.6,274.9,297.5,10.98,1
1273.0,1061.8,254.5,50.0,8.1,0
1765.7,1316.5,168.5,280.8,11.53,0
2091.7,1566.4,112.9,412.4,12.49,0
1198.1,831.5,152.1,214.5,0.84,0
1538.3,1263.8,96.2,178.3,1.65,0
1632.5,1148.1,148.7,335.7,5.38,0
1143.6,750.8,227.4,165.4,13.81,0
2285.6,1696.2,355.9,233.6,6.27,1
2703.6,1929.9,155.7,617.9,13.37,1
988.8,580.6,116.0,292.2,7.21,0
2099.0,1401.8,159.0,538.3,4.69,1
2912.0,1875.3,199.3,837.4,13.56,1
2819.6,2267.1,389.3,163.2,8.63,1
3000.7,1991.4,377.6,631.6,5.73,1
2010.2,1601.1,324.5,84.6,1.14,1
3015.5,2058.7,554.4,402.4,2.11,1
1450.0,1125.3,126.2,198.6,2.52,0
1774.2,1047.8,334.3,392.0,5.79,1
1276.2,1055.9,163.0,57.3,9.31,0
2062.2,1431.5,183.2,447.5,4.96,1
1858.6,1167.1,328.7,362.8,1.45,1
1450.5,902.9,80.3,467.4,4.34,0
2829.8,1781.4,379.0,669.4,6.43,1
1647.4,1087.3,260.7,299.4,14.89,0
1536.6,1175.9,141.4,219.3,6.2,0
1153.4,963.0,207.1,50.0,1.79,1
1984.8,1490.0,170.8,324.0,8.93,0
1618.0,1155.5,284.7,177.8,13.83,0
1797.0,1230.2,111.0,455.8,11.91,0
1437.2,1147.5,106.3,183.3,12.63,0
2860.5,2302.4,306.5,251.6,13.96,1
3311.0,2112.1,589.7,609.2,9.73,1
2144.4,1792.8,153.7,197.9,14.93,0
2536.1,1695.5,459.8,380.8,0.98,1
3141.4,2481.8,265.3,394.3,12.61,1
3496.8,2937.5,412.2,147.1,12.93,1
2456.5,1869.6,252.8,334.1,13.79,1
3202.4,1916.5,216.9,1069.0,7.43,1
3253.2,2361.3,623.5,268.4,11.92,1
2936.9,1720.0,339.9,877.1,3.33,1
2044.5,1608.5,313.9,122.1,9.25,1
1019.1,646.5,138.9,233.7,5.7,0
842.7,639.2,105.6,97.9,9.14,0
2088.4,1718.8,297.6,72.0,10.3,1
2134.6,1290.0,394.4,450.3,5.53,1
1899.9,1268.8,294.3,336.7,3.64,1
2334.1,1736.9,303.1,294.1,5.16,1
2290.8,1548.4,336.2,406.2,10.13,1
3058.9,1842.8,431.2,784.9,10.31,1
1093.4,610.9,125.7,356.8,11.25,0
1408.0,946.1,202.3,259.5,2.33,0
2941.1,2190.4,342.7,407.9,12.37,1
3089.2,2231.0,505.5,352.7,10.48,1
3486.0,2080.7,680.9,724.4,0.94,1
3156.9,2163.1,612.4,381.4,5.37,1
3202.7,2116.5,554.4,531.8,7.27,1
1648.7,1042.4,231.3,375.0,5.73,0
1884.5,1448.8,306.0,129.7,2.2,1
1523.8,979.7,116.9,427.3,3.51,0
2437.0,1735.3,297.0,404.8,0.86,1
3334.8,2757.7,295.4,281.6,1.85,1
1730.5,1231.8,87.4,411.3,4.36,1
2303.9,1693.6,449.3,161.0,12.39,1
1600.0,915.2,287.3,397.5,8.14,0
1258.5,759.4,159.9,339.2,6.66,0
1327.0,770.0,116.9,440.0,10.1,0
956.5,745.5,147.2,63.7,8.35,0
3363.1,2693.1,387.5,282.5,2.41,1
1887.8,1143.9,321.9,422.0,3.73,1
3052.1,1879.4,610.2,562.5,3.73,1
2639.6,1707.7,270.2,661.7,9.2,1
1318.2,958.7,114.2,245.2,7.19,0
1273.7,938.2,114.8,220.8,6.12,0
2992.4,2262.3,191.5,538.5,8.57,1
1514.7,1244.4,165.3,105.0,14.57,0
3265.9,2085.3,171.8,1008.7,5.06,1
1178.1,880.8,79.1,218.2,8.04,0
2629.8,1888.0,238.7,503.2,7.47,1
2999.1,1924.7,221.9,852.5,10.89,1
1435.2,1180.1,229.4,50.0,11.09,0
1545.8,894.4,101.8,549.5,11.07,0
3404.2,2599.4,612.4,192.3,3.42,1
1514.4,1163.6,125.9,224.8,7.01,0
1960.9,1616.9,130.0,214.0,12.26,0
1967.8,1388.4,101.4,478.0,6.03,0
1483.2,958.9,233.3,291.1,14.77,0
2894.6,2310.9,256.2,327.6,5.79,1
2884.0,2253.1,364.6,266.3,7.72,1
1821.5,1275.2,121.6,424.7,7.38,0
3054.8,2383.9,604.2,66.7,6.79,1
1375.3,866.9,94.6,413.7,12.76,0
811.6,589.9,90.7,131.0,2.75,0
2342.2,1896.1,416.3,50.0,8.73,1
3484.0,2248.6,302.2,933.3,9.47,1
904.3,628.6,81.4,194.3,12.84,0
1361.6,1137.4,233.2,50.0,9.33,0
2201.1,1737.7,200.3,263.1,14.42,0
2986.8,2437.6,150.6,398.6,13.15,1
1040.4,692.5,118.8,229.1,5.56,0
1867.1,1585.1,96.9,185.2,12.97,0
2817.1,1678.3,525.3,613.5,14.4,1
1803.2,1272.4,263.8,267.0,4.23,1
1309.9,908.8,180.0,221.1,9.35,0
1327.8,1048.4,106.5,172.9,4.59,0
1907.1,1568.8,295.6,50.0,9.92,0
2094.4,1611.3,317.5,165.6,1.86,1
3126.9,2307.8,184.7,634.4,11.15,1
2534.1,1718.7,461.5,353.9,6.59,1
2664.1,1873.1,364.7,426.2,9.02,1
3454.1,2427.5,583.3,443.3,0.88,1
1912.0,1063.3,171.0,677.7,10.58,0
1889.1,1324.1,129.0,436.0,7.69,0
3293.0,2656.8,511.6,124.6,9.57,1
1463.9,1116.6,247.5,99.7,5.08,0
2770.5,2185.1,299.0,286.4,2.61,1
2837.3,1892.9,152.0,792.5,6.81,1
1064.0,754.1,183.8,126.2,14.19,0
2064.2,1156.1,167.0,741.1,3.8,1
1341.5,892.0,135.3,314.2,10.3,0
1300.5,900.4,187.6,212.6,1.22,0
2052.3,1285.9,133.4,633.0,10.91,0
1581.5,884.6,96.2,600.7,3.96,0
2949.4,2233.0,158.8,557.5,7.05,1
3250.5,2212.1,609.5,429.0,5.83,1
2967.3,2002.1,287.0,678.3,2.14,1
1518.3,948.9,226.4,343.0,5.51,0
1540.2,1095.6,305.5,139.0,5.58,1
1487.8,1013.8,223.8,250.2,8.07,0
1164.6,806.1,150.0,208.5,14.6,0
3348.3,2425.0,429.0,494.2,7.32,1
1885.5,1040.6,200.9,644.0,13.76,0
1406.7,1156.7,196.9,53.1,7.19,0
3086.0,1763.1,598.1,724.8,2.06,1
1877.8,1286.8,315.9,275.1,3.84,1
894.8,547.8,101.7,245.3,6.41,0
1237.2,874.9,123.6,238.8,5.22,0
2526.0,1601.6,461.1,463.3,13.05,1
2913.8,2354.4,205.0,354.4,10.34,1
1369.5,916.1,243.0,210.4,8.89,0
3277.0,2430.3,289.2,557.5,7.62,1
3097.7,1935.0,487.4,675.3,6.26,1
3090.6,1717.8,528.3,844.5,9.38,1
1414.7,949.6,172.0,293.1,2.31,0
936.4,665.8,73.8,196.9,2.86,0
3142.0,2161.3,555.2,425.5,4.9,1
1625.7,1363.3,170.9,91.5,2.98,1
2471.1,1883.1,242.4,345.6,10.32,1
2851.9,2420.4,360.8,70.7,0.86,1
1146.4,732.0,132.1,282.3,2.82,0
2908.3,2288.0,443.4,176.9,13.59,1
3334.0,2389.4,235.3,709.3,14.96,1
2766.6,2029.4,319.1,418.1,7.57,1
1991.3,1684.2,365.9,50.0,7.68,1
3167.0,2363.2,175.5,628.3,11.71,1
2224.1,1823.0,263.8,137.3,1.02,1
2810.9,2158.0,419.0,233.9,6.69,1
3015.4,1773.7,552.3,689.4,1.95,1
2823.3,2145.2,392.6,285.4,6.31,1
1577.2,1096.6,273.9,206.7,14.77,0
1118.2,923.2,93.3,101.7,11.43,0
1443.5,1143.3,148.6,151.6,14.78,0
2157.8,1254.2,412.8,490.8,11.32,0
2164.2,1277.3,395.8,491.1,9.32,1
2373.1,1354.8,317.3,701.1,11.44,1
1866.8,1303.0,226.5,337.3,10.06,0
2924.6,1679.4,344.1,901.1,7.23,1
3265.5,2505.0,192.1,568.5,4.74,1
1466.2,1049.3,269.6,147.3,8.04,0
2788.6,2233.0,481.7,73.9,4.25,1
2630.5,1667.6,311.6,651.4,7.56,1
2212.3,1561.3,203.3,447.6,2.62,1
1309.0,766.1,132.8,410.1,8.7,0
2947.1,2403.0,201.8,342.3,4.06,1
3393.7,2044.7,537.1,811.9,4.76,1
2749.0,1596.3,367.0,785.6,7.74,1
3278.2,2004.7,279.0,994.5,2.86,1
3457.3,2737.7,496.0,223.6,14.45,1
1750.5,1018.4,344.7,387.5,6.98,1
2523.2,1852.9,172.5,497.9,5.61,1
2079.6,1609.3,247.0,223.3,0.92,1
3463.9,2685.6,430.0,348.3,12.73,1
1053.3,639.4,79.0,334.9,9.57,0
1913.4,1087.8,248.2,577.4,6.54,1
3164.0,2166.2,445.8,552.0,4.06,1
1566.9,957.0,115.3,494.6,11.3,0
2927.0,2223.9,214.3,488.8,14.21,1
1833.5,1204.6,327.2,301.7,6.02,1
3445.9,2359.8,333.3,752.9,2.46,1
3185.5,1860.5,460.5,864.6,2.08,1
1613.6,1162.2,232.4,219.0,0.59,1
2879.5,1744.0,506.4,629.1,11.29,1
1709.5,1288.5,275.2,145.9,14.73,0
2437.2,1392.5,429.2,615.5,14.9,0
2577.9,2172.6,370.7,50.0,11.87,1
3039.9,2296.2,356.9,386.7,2.85,1
866.0,523.5,94.4,248.1,14.68,0
1394.4,772.8,149.0,472.6,5.25,0
2722.2,1770.3,306.9,644.9,5.34,1
2321.5,1383.3,161.1,777.1,10.47,0
2138.1,1316.1,242.9,579.2,1.21,1
949.1,770.5,102.9,75.7,12.47,0
1740.3,1272.1,96.0,372.2,14.96,0
3135.8,1890.7,286.2,958.9,11.74,1
883.4,633.4,143.8,106.2,11.83,0
1870.4,1172.2,255.7,442.5,6.16,1
3351.9,2825.2,572.9,50.0,1.46,1
937.4,524.8,123.2,289.4,11.99,0
2824.2,2173.8,503.0,147.4,9.16,1
1495.6,1169.4,253.4,72.8,13.69,0
3139.8,1790.2,203.3,1146.4,2.18,1
2814.4,1693.0,553.2,568.2,4.92,1
3191.4,2123.2,166.6,901.6,5.73,1
1383.0,1120.8,193.0,69.2,10.41,0
2234.5,1588.9,377.4,268.2,11.92,1
2904.0,2168.1,289.8,446.1,14.43,1
1463.4,1148.6,204.6,110.2,4.78,0
1423.0,1136.2,148.4,138.4,7.66,0
873.4,605.2,51.6,216.6,0.92,0
3388.0,2380.5,173.7,833.8,4.17,1
2717.0,2079.6,174.5,462.9,5.92,1
2516.0,1582.6,162.9,770.5,9.11,1
2808.8,2264.9,397.8,146.1,7.33,1
2235.4,1243.4,288.1,703.9,5.78,1
2085.6,1269.5,246.8,569.3,9.55,0
2013.7,1591.0,309.7,113.1,12.51,1
2529.2,1649.2,132.8,747.1,4.0,1
1344.1,799.7,121.8,422.6,5.47,0
3197.8,1937.9,532.8,727.1,10.72,1
2991.7,2121.8,557.9,312.0,11.78,1
1743.8,1401.8,201.8,140.2,12.47,0
2362.2,1349.3,147.0,866.0,3.54,1
1180.8,660.2,200.5,320.0,8.32,0
3425.3,2361.9,626.1,437.3,13.55,1
3237.8,2709.6,362.8,165.4,6.18,1
3289.1,2084.3,284.5,920.3,6.73,1
